filename,width,height,class,xmin,ymin,xmax,ymax
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207484.png,720,1280,Red,636,339,642,349
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207484.png,720,1280,Red,656,351,663,362
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207512.png,720,1280,RedLeft,616,346,623,357
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207512.png,720,1280,Red,642,333,649,346
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207512.png,720,1280,Red,663,343,668,355
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207542.png,720,1280,RedLeft,624,356,629,365
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207542.png,720,1280,Red,649,342,657,353
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207542.png,720,1280,Red,675,355,679,365
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207544.png,720,1280,RedLeft,625,358,630,366
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207544.png,720,1280,Red,651,345,657,355
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207544.png,720,1280,Red,675,357,679,366
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207566.png,720,1280,RedLeft,630,350,633,360
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207566.png,720,1280,Red,659,340,662,347
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207566.png,720,1280,Red,683,350,686,358
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207642.png,720,1280,RedLeft,632,355,635,362
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207642.png,720,1280,Red,665,341,668,347
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207642.png,720,1280,Red,694,354,697,361
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207840.png,720,1280,RedLeft,643,337,649,350
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207840.png,720,1280,RedLeft,601,352,607,365
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207840.png,720,1280,Red,703,308,709,322
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207840.png,720,1280,Red,752,335,760,350
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207840.png,720,1280,Red,760,329,767,344
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207858.png,720,1280,RedLeft,630,356,637,372
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207858.png,720,1280,RedLeft,676,341,682,354
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207858.png,720,1280,Red,742,310,748,326
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207858.png,720,1280,Red,795,339,803,355
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207858.png,720,1280,Red,804,333,811,350
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207864.png,720,1280,RedLeft,640,352,646,369
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207864.png,720,1280,RedLeft,687,337,693,351
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207864.png,720,1280,Red,753,306,761,322
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207864.png,720,1280,Red,809,336,817,354
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207864.png,720,1280,Red,819,330,826,347
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207882.png,720,1280,RedLeft,653,342,661,361
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207882.png,720,1280,RedLeft,703,327,710,342
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207882.png,720,1280,Red,776,291,783,309
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207882.png,720,1280,Red,836,325,844,341
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207882.png,720,1280,Red,848,317,856,336
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207896.png,720,1280,Red,849,322,856,338
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207896.png,720,1280,Red,862,313,871,331
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207896.png,720,1280,RedLeft,653,342,660,359
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207896.png,720,1280,RedLeft,706,325,711,340
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207896.png,720,1280,Red,784,286,791,304
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207902.png,720,1280,RedLeft,707,325,714,340
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207902.png,720,1280,RedLeft,653,342,660,359
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207902.png,720,1280,Red,787,285,797,305
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207902.png,720,1280,Red,855,323,862,340
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207902.png,720,1280,Red,871,316,880,334
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207990.png,720,1280,RedLeft,552,321,572,363
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207990.png,720,1280,RedLeft,645,307,656,331
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207990.png,720,1280,Red,777,245,788,271
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207990.png,720,1280,Red,880,304,894,330
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207990.png,720,1280,Red,939,284,952,317
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208038.png,720,1280,RedLeft,491,292,521,353
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208038.png,720,1280,RedLeft,632,287,646,315
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208038.png,720,1280,Red,800,204,816,238
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208038.png,720,1280,Red,937,280,953,314
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208038.png,720,1280,Red,1039,248,1056,285
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208072.png,720,1280,RedLeft,448,272,487,355
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208072.png,720,1280,RedLeft,635,278,650,312
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208072.png,720,1280,Red,828,180,850,224
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208072.png,720,1280,Red,989,271,1005,311
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208072.png,720,1280,Red,1136,227,1155,273
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208114.png,720,1280,RedLeft,391,246,448,358
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208114.png,720,1280,RedLeft,643,271,661,310
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208114.png,720,1280,Red,867,158,890,207
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208114.png,720,1280,Red,1047,260,1069,300
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208114.png,720,1280,Red,1254,202,1277,252
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208128.png,720,1280,RedLeft,378,243,442,361
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208128.png,720,1280,RedLeft,644,271,662,309
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208128.png,720,1280,Red,872,152,897,201
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208128.png,720,1280,Red,1060,257,1083,301
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208182.png,720,1280,RedLeft,330,219,397,356
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208182.png,720,1280,RedLeft,644,262,664,303
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208182.png,720,1280,Red,888,134,917,188
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208182.png,720,1280,Red,1090,247,1115,296
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208184.png,720,1280,RedLeft,331,220,395,355
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208184.png,720,1280,RedLeft,644,263,663,303
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208184.png,720,1280,Red,888,135,915,187
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208184.png,720,1280,Red,1091,248,1114,297
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208440.png,720,1280,GreenLeft,307,223,375,367
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208440.png,720,1280,GreenLeft,644,272,663,312
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208440.png,720,1280,Green,893,140,922,194
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208440.png,720,1280,Green,1100,255,1126,306
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208482.png,720,1280,GreenLeft,224,186,315,378
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208482.png,720,1280,GreenLeft,646,269,667,315
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208482.png,720,1280,Green,919,125,948,181
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208482.png,720,1280,Green,1142,250,1167,305
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208488.png,720,1280,GreenLeft,200,173,291,368
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208488.png,720,1280,GreenLeft,647,266,668,312
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208488.png,720,1280,Green,923,119,954,176
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208488.png,720,1280,Green,1150,245,1179,302
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208492.png,720,1280,GreenLeft,176,157,274,364
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208492.png,720,1280,GreenLeft,647,263,668,308
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208492.png,720,1280,Green,929,110,957,171
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208492.png,720,1280,Green,1159,241,1187,298
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208562.png,720,1280,GreenLeft,685,205,715,270
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208732.png,720,1280,RedLeft,418,178,433,215
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208732.png,720,1280,off,505,185,519,222
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208732.png,720,1280,off,776,187,806,248
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208732.png,720,1280,RedLeft,230,269,247,306
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208732.png,720,1280,off,648,268,659,298
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208772.png,720,1280,RedLeft,279,220,301,263
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208772.png,720,1280,RedLeft,501,102,521,147
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208772.png,720,1280,Green,608,109,627,153
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208772.png,720,1280,off,780,204,799,239
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208772.png,720,1280,Green,992,54,1038,141
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208794.png,720,1280,RedLeft,264,234,283,279
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208794.png,720,1280,RedLeft,515,104,536,154
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208794.png,720,1280,Green,634,113,656,164
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208794.png,720,1280,off,826,222,848,265
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208794.png,720,1280,off,1152,7,1214,103
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208796.png,720,1280,RedLeft,261,229,284,277
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208796.png,720,1280,RedLeft,515,99,536,150
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208796.png,720,1280,off,1177,1,1233,98
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208796.png,720,1280,Green,635,108,658,159
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208796.png,720,1280,off,831,213,851,258
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208804.png,720,1280,RedLeft,246,206,269,255
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208804.png,720,1280,RedLeft,515,72,536,125
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208804.png,720,1280,Green,641,82,665,135
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208804.png,720,1280,off,846,197,868,245
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208856.png,720,1280,RedLeft,88,141,116,215
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208856.png,720,1280,Green,675,2,709,40
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208856.png,720,1280,Green,484,1,515,23
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208856.png,720,1280,Green,982,136,1015,213
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211660.png,720,1280,Red,1120,315,1130,332
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211660.png,720,1280,Red,984,321,992,339
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211692.png,720,1280,Red,955,311,964,331
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211692.png,720,1280,Red,1108,305,1119,325
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211704.png,720,1280,Red,945,313,954,334
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211704.png,720,1280,Red,1104,307,1116,327
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211776.png,720,1280,Red,866,306,879,332
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211776.png,720,1280,Red,1079,295,1088,320
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211776.png,720,1280,off,1173,220,1187,255
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211820.png,720,1280,Red,841,286,855,314
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211820.png,720,1280,Red,1092,271,1107,301
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211820.png,720,1280,Red,907,309,919,327
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211820.png,720,1280,off,1200,187,1216,225
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211900.png,720,1280,Red,753,279,769,316
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211900.png,720,1280,Red,816,313,827,331
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211900.png,720,1280,Red,1074,260,1091,294
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211900.png,720,1280,off,1197,158,1217,204
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211900.png,720,1280,Green,830,311,840,331
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211906.png,720,1280,Red,749,279,766,313
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211906.png,720,1280,Red,812,312,822,330
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211906.png,720,1280,Red,1075,259,1092,294
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211906.png,720,1280,off,1198,156,1217,204
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211906.png,720,1280,Green,826,311,836,331
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211930.png,720,1280,Red,738,276,754,314
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211930.png,720,1280,Red,1077,260,1092,292
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211930.png,720,1280,Red,801,312,813,331
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211930.png,720,1280,off,1201,150,1219,198
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211930.png,720,1280,Green,814,311,824,330
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212516.png,720,1280,Green,723,278,741,316
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212516.png,720,1280,Green,787,316,800,335
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212516.png,720,1280,Green,1077,263,1092,295
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212516.png,720,1280,off,1201,148,1223,198
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212516.png,720,1280,Red,800,314,811,335
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212540.png,720,1280,Green,717,277,737,314
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212540.png,720,1280,Green,783,316,796,337
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212540.png,720,1280,Green,1081,261,1095,295
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212540.png,720,1280,Red,921,276,931,296
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212540.png,720,1280,off,1208,146,1229,196
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212540.png,720,1280,Red,797,315,806,334
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212564.png,720,1280,Green,716,266,735,304
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212564.png,720,1280,Green,1097,251,1112,285
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212564.png,720,1280,Green,780,307,792,331
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212564.png,720,1280,Red,922,267,932,288
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212564.png,720,1280,off,1229,129,1249,184
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212564.png,720,1280,Red,795,306,805,328
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212650.png,720,1280,Green,612,242,635,294
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212650.png,720,1280,Green,685,305,699,330
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212650.png,720,1280,Green,1141,214,1160,262
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212650.png,720,1280,Red,846,259,857,285
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212650.png,720,1280,Red,700,305,712,328
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212656.png,720,1280,Green,601,234,625,287
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212656.png,720,1280,Green,675,301,690,325
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212656.png,720,1280,Green,1150,203,1170,259
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212656.png,720,1280,Red,839,254,850,279
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212656.png,720,1280,Red,692,300,702,323
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212684.png,720,1280,Green,548,220,574,281
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212684.png,720,1280,Green,634,303,646,329
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212684.png,720,1280,Green,1213,179,1237,244
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212684.png,720,1280,Red,808,253,822,282
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212684.png,720,1280,Red,651,302,664,329
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212688.png,720,1280,Green,537,212,568,275
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212688.png,720,1280,Green,627,300,642,326
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212688.png,720,1280,Green,1225,170,1248,229
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212688.png,720,1280,Red,806,250,817,278
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212688.png,720,1280,Red,645,298,658,325
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212728.png,720,1280,Green,425,143,465,233
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212728.png,720,1280,Green,561,284,577,313
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212728.png,720,1280,Green,872,305,881,327
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212728.png,720,1280,Red,765,227,780,260
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212728.png,720,1280,Red,582,282,596,312
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212730.png,720,1280,Green,417,135,452,230
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212730.png,720,1280,Green,557,283,575,315
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212730.png,720,1280,Green,869,306,879,328
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212730.png,720,1280,Red,764,227,777,258
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212730.png,720,1280,Red,579,281,592,313
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212770.png,720,1280,Green,87,1,154,93
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212770.png,720,1280,Green,430,248,452,291
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212770.png,720,1280,Green,807,279,818,307
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212770.png,720,1280,Red,454,246,474,287
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212770.png,720,1280,Red,681,184,696,223
./rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212796.png,720,1280,Green,340,225,364,268
